"ARTIST_NAME","ARTIST_URL","SONG_NAME","SONG_URL","LYRICS"
"quando rondo","https://www.azlyrics.com/q/quandorondo.html","dreamin","https://www.azlyrics.com/lyrics/quandorondo/dreamin.html","yeah, yeah, you know it's hot in hell's kitchen nigga, q-r-n, and i was jack boy dreamin', hey, quando rondo nigga, hah, chlorine 'cause that pussy need some kleenex, jack boy lifestyle, day and night i was schemin', dope boy scrape it out the pot, them fiends was fiendin', had to wake up to reality, for so long i was dreamin', i was jack boy dreamin', i was codeine dreamin', yeah, i was jack boy dreamin', i was codeine dreamin', yeah, i was jack boy dreamin', had to wake up to reality, life on the run, the feds in town and they was after me, i was young and thuggin', i didn't really know the outcome, smokin' weed every day and poppin' x, no malcolm, jack boy dreamin', every day yeah i was paper chasin', killin' niggas' dreams like martin luther's assassination, nigga, i know you the real you, right now and you impersonatin', boy i kill you, and middle finger to the person who be hatin', know a couple niggas on go for me, they'll shoot for free, don't need no money, you be cappin' nigga, you so funny, you ain't trappin' nigga, that's show money, they say i'm flexin' with bo money, double cup, i'm leanin', sip so much of codeine i can see it when i'm peein', chlorine 'cause that pussy need some kleenix, jack boy lifestyle, day and night i was schemin', dope boy scrape it out the pot, them fiends was fiendin', had to wake up to reality, for so long i was dreamin', i was jack boy dreamin', i was codeine dreamin', yeah, i was jack boy dreamin', i was codeine dreamin', yeah, i was jack boy dreamin', i was codeine dreamin', yeah, they say i sound like rich homie quan, nah, this is the way i flow, shout out rich homie quan, fuck with me and gon' hurt 'em more, age eighteen and i done caught so many felonies, dropped up out of school 'cause i could never pass a spelling bee, stay ten toes down, that's what all them og's telling me, i do this for them niggas who was locked up in that cell with me, i need him dead 'cause he mentioned me, boy you scared, why you dissing me?, i know my ex bitch, she missing me, i guess it wasn't meant to be, it's a cold cold world so you better keep that heater nigga, it's hot in hell's kitchen, and i know that you'll freeze up nigga, chlorine 'cause that pussy need some kleenix, jack boy lifestyle, day and night i was schemin', dope boy scrape it out the pot, them fiends was fiendin', had to wake up to reality, for so long i was dreamin', i was jack boy dreamin', i was codeine dreamin', yeah, i was jack boy dreamin', i was codeine dreamin', yeah"
"quando rondo","https://www.azlyrics.com/q/quandorondo.html","project kid","https://www.azlyrics.com/lyrics/quandorondo/projectkid.html","grrah, young nigga on some project shit, young nigga on some project shit, ayy, quando rondo nigga, young nigga on some project shit, harder than a project brick, pack of newports and actavis, yeah that's my starter kit, i put my glizzy on my hip and flag to my left, i'd rather be judged by six than carried by twelve, time in that cell made me realize, niggas don't show real love, i empty out that jet for what that make me fill that clip up, ridin' 'behind my kinfolk, shout out leeky, yeah it's crip love, i got a couple exes, i ain't gon' lie, i know i still love, on the paddy wagon, head down 'cause i was handcuffed, multiple fights in juvenile, i had to get my hands up, kicking in them doors, shit i had to get my bags up, if it's pressure with them niggas we gon' hit him in his mask up, jumped up off the porch, money hungry, streets was starvin' me, first time slangin' iron was with rufus, thuggin' on orange street, fell in love with r&b, purp said rap what you live, just simi up the road sayin' that quaffy got killed, this shit real, now i lay me down to sleep, i pray the lord my soul to keep, keep me safely through the night, and wake me with the morning light, if i should die before i wake, i pray the lord my soul to take, before i walk up out this door, i gotta grab that thirty-eight, young nigga on some project shit, harder than a project brick, pack of newports and actavis, yeah that's my starter kit, i put my glizzy on my hip and flag to my left, i'd rather be judged by six than carried by twelve, time in that cell made me realize, niggas don't show real love, i empty out that jet for what that make me fill that clip up, ridin' 'behind my kinfolk, shout out leeky, yeah it's crip love, i got a couple exes, i ain't gon' lie, i know i still love, growin' up where i'm from, a dope dealer was my role model, auntie smokin', grandmama addicted to the pill bottle, got some niggas down the road think i forgot, but i still got 'em, told such and such to chill with such and such but he still shot him, rapper platinum in the industry, i'm goin' platinum in the streets, i'm not lebron james, i promise i'll never leave the heat, a nigga will leave you six feet deep, stretched out on the block, jaden came to visitation, they told me ralfy got knocked, i was shocked, taking a closer look at the crime numbers in savannah, get this: there have been thirty one homicides this year. but we're digging deeper, uncovering the number of unsolved murders in savannah. life in prison without the possibility of parole. young nigga on some project shit, harder than a project brick, pack of newports and actavis, yeah that's my starter kit, i put my glizzy on my hip and flag to my left, i'd rather be judged by six than carried by twelve, time in that cell made me realize, niggas don't show real love, i empty out that jet for what that make me fill that clip up, ridin' 'behind my kinfolk, shout out leeky, yeah it's crip love, i got a couple exes, i ain't gon' lie, i know i still love"
"quando rondo","https://www.azlyrics.com/q/quandorondo.html","they see","https://www.azlyrics.com/lyrics/quandorondo/theysee.html","they just see how i'm livin', they don't really know how i be feelin', nah, they just see how i'm livin', they don't know how i be feelin', k-swiss on my feet and i just wanted some foamposites, dreamin' 'bout them suburbs from the projects, late night schemin', tryna make a profit, i know they gon' hate when that black card get in my wallet, k-swiss on my feet and i just wanted some foamposites, dreamin' 'bout them suburbs from the projects, late night schemin', tryna make a profit, i know they gon' hate when that black card get in my wallet, i gotta go hard on these instruments just to get these benjamins, leeky next door to my cell, we was talkin' through a vent, he told me it's f&f, so it ain't no new friends, once i make it to the top mama gon' get that new benz, these niggas be bitch made, i guess that shit a new trend, me and you are not the same so quit that comparison, he livin' a fairy tale, like them odd parents, free my nigga nana, he was trappin' out the heritage, i put money over bitches 'cause these gon' kiss and tell, feelin' just like lucci, all them haters they gon' wish me well, i'ma try my luck and throw a penny in the wishing well, paper chasing, did my calculation on a digi scale, looked my auntie in her eyes, i told her i would never fail, looked my brother in his eyes, i told him i would never fail, free my niggas juan and icy, i know they forever real, gotta stay solid, it's from the projects to that jail cell, k-swiss on my feet and i just wanted some foamposites, dreamin' 'bout them suburbs from the projects, late night schemin', tryna make a profit, i know they gon' hate when that black card get in my wallet, k-swiss on my feet and i just wanted some foamposites, dreamin' 'bout them suburbs from the projects, late night schemin', tryna make a profit, i know they gon' hate when that black card get in my wallet, how the fuck you changed on me? you changed homie, you was in it for the fame homie, the fame only, i was locked up in them chains on me, you switched lanes on me, now my body filled with pain on me, how the fuck you changed on me? you changed homie, you was in it for the fame homie, the fame only, i was locked up in them chains on me, you switched lanes on me, now my body filled with pain on me, how the fuck you changed up?, look what the fuck a nigga came from, i stuffed that dirty curry in my bankroll, you told me if i keep it g that you gon' keep it gangster, every day i'm strapped down, walker texas ranger, these niggas fake, i thought that we was a-1, smile in your face but they ain't really your day one, hoodie on, head down, i'm feelin' just like trayvon, magazine that's in my clip, no avon, i just want a mil in my face, hope i get a record deal off this tape, changed on me, quando rondo nigga, yeah"
"quando rondo","https://www.azlyrics.com/q/quandorondo.html","motivation","https://www.azlyrics.com/lyrics/quandorondo/motivation.html","only reason why i went on that lick 'cause i got tired of hustlin', mama couldn't pay the bills and i know she tired of strugglin', ever since i was lil one i ain't had nothin', walk a mile in my shoes, you'll see that i ain't frontin', i know one day i'm gon' make it, 'cause i grind for it, distance myself from that fake shit, i ain't got time for it, no, no, i ain't got time for it, no no-oh-oh, tryna stack my money tall like them twin towers, on your block i make it rain, that's a bullet shower, i want money and respect, nigga, fuck the power, hundred shooters comin' silent, that's a hundred vowels, tryna get money, nigga, fuck these bitches, in my own lane, yeah i'm on my road to riches, i just fuck then i duck 'em, i don't love these bitches, gave her my heart, she fucked that up, so i don't trust these bitches, plenty times in that cell, i caught a couple cases, first day out, no wasting time, i went back to them basics, i'm chasing dead faces, i'm feeling be-traited, i finally made it, them niggas they hatin', the fact, damn my name was ringin' bells, locked up in the cell, ain't nobody on me pay my bail, deep off in that water, i was swimmin' just like michael phelps, lost my nigga quaffy, i swear you ain't know how it felt, only reason why i went on that lick 'cause i got tired of hustlin', mama couldn't pay the bills and i know she tired of strugglin', ever since i was lil one i ain't had nothin', walk a mile in my shoes, you'll see that i ain't frontin', i know one day i'm gon' make it, 'cause i grind for it, distance myself from that fake shit, i ain't got time for it, no, no, i ain't got time for it, no no-oh-oh, i know lil lick he gon' kill for me, and i know that rufus go hard for me, i know that pac gon' send shots for me, do drive-bys out all of them cars for me, oz'll take out his heart for me, kenny did time in that yard for me, it's a lot of shit flash taught to me, it's a lot of shit flash taught to me, if it's pressure with them niggas we gon' gun 'em down, when it's beef bitch we creep, we gon' run you down, my favorite alphabet that k, it shoot a hundred rounds, boom at the blood to cross the mouth about a hundred pounds, potato on the barrel, swear that it won't make a sound, and we ain't squashing shit, you know i'll lay you down, leave 'em in the lost and found, i'm the sickest in my town, it get wicked in my town, so you better not play around, and you know we be on that gang shit, disrespect that gang, swear to god you'll get your brain split, yeah, rip quaffy three times, my niggas they with it, we just buried about three nines, only reason why i went on that lick 'cause i got tired of hustlin', mama couldn't pay the bills and i know she tired of strugglin', ever since i was lil one i ain't had nothin', walk a mile in my shoes, you'll see that i ain't frontin', i know one day i'm gon' make it, 'cause i grind for it, distance myself from that fake shit, i ain't got time for it, no, no, i ain't got time for it, no no-oh-oh"
"quando rondo","https://www.azlyrics.com/q/quandorondo.html","paradise","https://www.azlyrics.com/lyrics/quandorondo/paradise.html","cashmoneyap, i go to war 'bout my niggas, yeah, quan just made a hit, quando rondo nigga, yeah, ooh-hoo-hoo, og told me quando life's a gamble like a pair of dice, rip to quaffy, know my nigga up in paradise, tryna forget the pain, put a xanny in my dirty sprite, they choose the life of fame, i'm feeling already lived that life, bailey don't you change, you know one day you gon' be my wife, walk in lenox mall, we gon' leave out with a lot of ice, i go to war for you, baby girl i put up a fight, i ride for lil shawty and i told her that that's one gon' ride, i know they hittin' 'cause a nigga came up, nicky really my round, i know he won't change up, every day strapped down, quincy kept a banger, now my nigga locked down, got me filled with anger, life on the run, i can't let 'em capture me, to the top with my niggas, i swear that's where i'd rather be, every day strapped down 'cause these niggas after me, jacksonville to miami, they can't keep no track of me, i know, a big flag on my left, 'cause bitch i'm rollin' sixties, been flippin' with lil quisey, hittin' licks city to city, i know they want me dead so i got thirty in my glizzy, if you lookin' for me, i ain't hidin', nigga come and get to the, top where i'm going, i know they hating 'cause i'm elevating, patiently, yeah i been waiting, every day i'm paper chasing, feeling it's my time though, hustled and then i grind for it, i done committed crimes for it, many times i did time for it, og told me quando life's a gamble like a pair of dice, rip to quaffy, know my nigga up in paradise, tryna forget the pain, put a xanny in my dirty sprite, they choose the life of fame, i'm feeling already lived that life, bailey don't you change, you know one day you gon' be my wife, walk in lenox mall, we gon' leave out with a lot of ice, i go to war for you, baby girl i put up a fight, i ride for lil shawty and i told her that that's one gon' ride, promise we gon' ball at the three point line, quando rondo baby, you can be my number nine, just keep that shit one hundred just like ten dimes, just keep that shit one hundred like ten dimes, got you baby girl, you know i'ma put up shots, i'ma buy you that new mercedes fresh out the lot, i got these niggas hatin' 'cause they seeing what i bought, i caught a couple cases but you know my shits got bought, tryna run me up a check, she tryna run me crazy, 'til the very end, would you be my lady?, 'til the very end, would you be my baby?, poppin' percocets to ease away the pain lately, 4 pockets full, shout out lil baby, you know my clip full, pull out that three eighty, i do this for bowen flats, they really raised me, tryna duck the feds 'cause they tryna trace me, og told me quando life's a gamble like a pair of dice, rip to quaffy, know my nigga up in paradise, tryna forget the pain, put a xanny in my dirty sprite, they choose the life of fame, i'm feeling already lived that life, bailey don't you change, you know one day you gon' be my wife, walk in lenox mall, we gon' leave out with a lot of ice, i go to war for you, baby girl i put up a fight, i ride for lil shawty and i told her that that's one gon' ride"
"quando rondo","https://www.azlyrics.com/q/quandorondo.html","i remember","https://www.azlyrics.com/lyrics/quandorondo/iremember.html",", i ain't gon' lie pooh, you is a fool for this one right here nigga, yeah, and my world go grizz nigga, yeah, go grizz nigga ayy, yeah, late nights on my avenue by myself, i ain't need a gang member, i ain't have no money on my books this time last year 'round september, 12's right behind me, i'ma do the dash real fast, no surrender, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, i remember hitting licks in the project housing, yeah, queezy hit a lick for few thousand, they be like there go that young nigga that stay wilding, i don't even much write, i be freestyling, i remember them days watching mama cry man, i remember that day that lil quaffy died man, had to get off my ass, man i had to try man, i got to get a bag even if it's five bands, i remember hitting licks for them flatscreens, on hard streets, i been trying to serve them crack fiends, i remember them days i ain't have no clothes, i remember them days i was kicking doors, i remember mama saying i'm a bad child, i remember when i first went to the juvenile, i remember when i first realized the envy, locked up in the cell, i couldn't get a penny, late nights on my avenue by myself, i ain't need a gang member, i ain't have no money on my books this time last year 'round september, 12's right behind me, i'ma do the dash real fast, no surrender, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, i remember everything, judge told my lawyer that i'm going to chain gang, og's telling us that we can't hang, if i ever run into the opps we gon' bang, i remember everything, i was fuckin' with lil shawty, bought her everything, stay one hundred to the grave, ain't gon' never change, shout out to my mama, put her through so much pain, i remember all them shootouts that we had with them other niggas, my bitch got mad and fucked another nigga, man that shit was crazy, ain't gon' lie it made me heartless, fell in love with money, it's gon' stay with me regardless, i don't give a damn what they say, i'm the hardest, and i'm not never gon' leave my apartment, different situation got me running with my mask on, niggas still hating but i swear that it won't last long, oh no, late nights on my avenue by myself, i ain't need a gang member, i ain't have no money on my books this time last year 'round september, 12's right behind me, i'ma do the dash real fast, no surrender, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember, nigga i remember i remember, nigga i remember i remember, nigga i remember"
"quando rondo","https://www.azlyrics.com/q/quandorondo.html","up next","https://www.azlyrics.com/lyrics/quandorondo/upnext.html",", i know some shooters come in silence to put you to rest, don't hit my line 'cause i ain't got time if it ain't 'bout a check, chains in the chain gang, callin' home like lil bro you up next, they prayin' on my downfall, but fuck 'em, i'm next, i put some shit inside my past that i still don't regret, and i got some shit that's on my mind that i still won't confess, i told that lil ho that she fine, i got her obsessed, every day i grind just to turn that honda to a corvette, these lame ass niggas can't catch up, want beef, i'ma put 'em in a stretcher, on the street we gon' creep when it's pressure, guarantee that a nigga get wet up, one at night, i won't let up, two fingers, one thumb, throw the set up, the set, about the gang niggas know i never stand down, disrespect my name, swear to god he gettin' ran down, live life broke, now the youngin got the bands now, she ain't wanna let me fuck, now that ho a fan now, designer on me bitch, i'm fly just like jet, sippin' lean, pourin' all this hi-tech, i bought a house but i still be in them projects, gang, gang, gang gang gang, gang, i know some shooters come in silence to put you to rest, don't hit my line 'cause i ain't got time if it ain't 'bout a check, chains in the chain gang, callin' home like lil bro you up next, they prayin' on my downfall, but fuck 'em, i'm next, i put some shit inside my past that i still don't regret, and i got some shit that's on my mind that i still won't confess, i told that lil ho that she fine, i got her obsessed, every day i grind just to turn that honda to a corvette, i'm blessed that i'm up next, ain't hate or get upset, i just waited my turn, i can't go back, no fuck that, these niggas so suspect, super friendly, can't trust that, that fn, i still clutch that, all in public, i can't help it, i'm still thuggin', even though i rap, i know you probably notice that, the shit these rappers go through, i won't go for that, you'll get forty holes for that, shitted on my dreams when i was local, now how i'm 'posed to act?, ain't ride but want a chauffeur back, you a whole ho for that, 'cause niggas ain't give me no handouts, so many excuses until they ran out, but i kept it movin' and i'm the man now, and the only way that they gon' see me is if they sittin' in them stands now, i know some shooters come in silence to put you to rest, don't hit my line 'cause i ain't got time if it ain't 'bout a check, chains in the chain gang, callin' home like lil bro you up next, they prayin' on my downfall, but fuck 'em, i'm next, i put some shit inside my past that i still don't regret, and i got some shit that's on my mind that i still won't confess, i told that lil ho that she fine, i got her obsessed, every day i grind just to turn that honda to a corvette, yeah, and that's on that nation man, guwop hussein bitch, i'm farakhan to these streets nigga, i be really uh, preachin' that real knowledge, you know, shout out to my nigga uh, quando rondo, you know what i'm sayin', you know we gon' bless the streets with this bitch right here, you know, from baton rouge to savannah georgia, all the way retarded with us, gang, it's up now nigga, up next, ain't no skippin' me, tippin' me, it's up"
"quando rondo","https://www.azlyrics.com/q/quandorondo.html","testimony","https://www.azlyrics.com/lyrics/quandorondo/testimony.html",", it's just the life before fame, it's just the life before fame, na na na, na na, na na, ayy, ayy, quando rondo nigga, my mama ask me how it feel to be in this position, to be honest mama, i swear that this just the beginning, then she said baby don't you stop 'til you at the finish, don't forget you came a long way from them trenches, preach to 'em like a reverend, make them niggas listen, this my testimony, can i get a witness?, these niggas so phony, they ain't really with me, these bitches so phony, they ain't really with me, yeah, see i came from a city, a lot of blood, lot of sixties, a lot of ak's and glizzys, a lot of pampers be shitty, i'm from where they don't show no pity, a lot of shooting and killin', see off the drugs they be trippin', swear all my life i been crippin', niggas be killin' 'bout bitches and killers turnin' to snitches, sho lost his life to the system, good niggas always fall victim, these niggas snakes filled with venom, plenty nights we ain't had dinner, pistol tucked tight in my denims, rabbit lost his life just last winter, you see like nowadays real and fake don't get seperated, charges in another county pending, i'm still fighting cases, they say i changed up, once i came up i just elevated, i was full of pain bruh, i fuck around and fell in love with jadin', if we ain't beefin' 'bout no money we ain't beefin', life is too short, we want all the smoke bitch, like a newport, just like a newport, yeah yeah, my mama ask me how it feel to be in this position, to be honest mama, i swear that this just the beginning, then she said baby don't you stop 'til you at the finish, don't forget you came a long way from them trenches, preach to 'em like a reverend, make them niggas listen, this my testimony, can i get a witness?, these niggas so phony, they ain't really with me, these bitches so phony, they ain't really with me, yeah, peezy, oh, no they ain't really with me, keep my pistol inches from my hand, i know they out to get me, robbin' niggas just to feed my family, now they out to kill me, dirty world, especially where i roam, man this shit get filthy, sorry it's hard to be friendly, my cousin got killed by his friend, i'm not a killer but don't push me, i hit your block in that van, gave him an offer and he took it, now he tellin' on his best man, he was hard in the street shit, now he tellin' on the stand, people keep asking me how it feel to be in this position, i like the money but the fame could leave, shit i ain't trippin', five point seven fillin' up my fn, so i ain't slippin', try to take somethin', i'ma shake somethin' and leave your body drippin, my mama ask me how i feel, i say a lot done changed, everything different but the pain, yeah that's gon' stay the same, mama keep askin' me how i feel, i say a lot done changed, everything different but the pain, my mama ask me how it feel to be in this position, to be honest mama, i swear that this just the beginning, then she said baby don't you stop 'til you at the finish, don't forget you came a long way from them trenches, preach to 'em like a reverend, make them niggas listen, this my testimony, can i get a witness?, these niggas so phony, they ain't really with me, these bitches so phony, they ain't really with me, yeah, this my testimony, can i get a witness?, these bitches so phony, they ain't really with me, yeah"
"q money","https://www.azlyrics.com/q/qmoney.html","make a jugg","https://www.azlyrics.com/lyrics/qmoney/makeajugg.html","i'm a real trapper, i do what i wanna, rip bankroll, old lady mad 'cause i trap through the neighborhood, old nigga mad 'cause i can fuck his daughter good, i can make a jugg baby, i can make a jugg, i can make a jugg baby, i can make a jugg, i wish a nigga would baby, i wish a nigga would, i be making juggs, i'm trappin' through my neighborhood, wish a nigga would baby, i wish a nigga would, i be making juggs, i'm trappin' through my neighborhood, bitch i like to brag, i was humble in the past, niggas hit me with the drag so i turnt up on they ass, i got pills, i got gas, i got bitches and they bad, i got one hand on her thigh and my other on her ass, killin' this bitch from the back, i damn near had a heart attack, i realized my stamina bad so i had to run some laps, runnin' circles 'round you niggas, that's a motherfuckin' fact, i will not be in attendance if i cannot bring my strap, money on me my nigga, ain't shit funny my nigga, i'm in your nigga's cool baby but he ain't me, everything designer, even my fuckin' sheets, i'm a dog baby, now give me a treat, ha, old lady mad 'cause i trap through the neighborhood, old nigga mad 'cause i can fuck his daughter good, i can make a jugg baby, i can make a jugg, i can make a jugg baby, i can make a jugg, i wish a nigga would baby, i wish a nigga would, i be making juggs, i'm trappin' through my neighborhood, wish a nigga would baby, i wish a nigga would, i be making juggs, i'm trappin' through my neighborhood, i got plays gettin' off the fuckin' interstate, my phone ring too much for a fuckin' dinner date, i got in the car just in case i have to escape, i got my money if they throw a nigga behind the gate, i don't ride on my scale, if i short you, oh well, bitch i got clientele, and they bring me other sales, send that pack through the mail, prayin' i don't go to jail, change my fit for a week, these bitches still like how i smell, i'm fuckin' that bitch at the hotel, catchin' my licks at the hotel, got the feds on my ass so i can't leave a paper trail, i'm trappin' at the shell, my neighbors want me to go to hell, try to call the police, bitch i'm skatin' like pharrell, old lady mad 'cause i trap through the neighborhood, old nigga mad 'cause i can fuck his daughter good, i can make a jugg baby, i can make a jugg, i can make a jugg baby, i can make a jugg, i wish a nigga would baby, i wish a nigga would, i be making juggs, i'm trappin' through my neighborhood, wish a nigga would baby, i wish a nigga would, i be making juggs, i'm trappin' through my neighborhood"
"q money","https://www.azlyrics.com/q/qmoney.html","neva had shit","https://www.azlyrics.com/lyrics/qmoney/nevahadshit.html","locked in the six ho, i done put your daddy on, dolce gabana my cologne, how i'm smellin' like i'm grown, your money short like frodo, my money tall like eiffell, tower, blowin' on sour for about an hour, niggas be cowards, dope like flour, told her ten minutes then that mean an hour, in the club poppin' bottles, it's a champagne shower, niggas can't check me, these niggas be frauds, now money keep pilin' but a nigga got to count it, once again i love ben frank, that nigga keep me smiling, might just take a trip to an island, i'm geeked off in this bitch, i'm geeked off in this bitch, i think that i'm the shit, i think that i'm the shit, boy why you arrogant, boy why you arrogant?, 'cause i ain't never had shit, i never had shit, i'm turnt up in this bitch, i'm turnt up in this bitch, i think that i'm the shit, i think that i'm the shit, boy why you arrogant, why you so arrogant?, 'cause i ain't never had shit, i never had shit, i remember days i was broke, it was tragic, hustlers actin' funny like a nigga never had it, niggas ain't wanna kick it with me just 'cause i ain't have shit, that's okay, i'm back bitch, and i brought that mac bitch, fuck what another nigga got, i want my own shit, i ain't take no loan bitch, i got this on my own bitch, gone off that 'tron bitch, and i'm in my zone bitch, show me my opponent, they can get it if they want it, i'm geeked off in this bitch, i'm geeked off in this bitch, i think that i'm the shit, i think that i'm the shit, boy why you arrogant, boy why you arrogant?, 'cause i ain't never had shit, i never had shit, i'm turnt up in this bitch, i'm turnt up in this bitch, i think that i'm the shit, i think that i'm the shit, boy why you arrogant, why you so arrogant?, 'cause i ain't never had shit, i never had shit"
