"ARTIST_NAME","ARTIST_URL","SONG_NAME","SONG_URL","LYRICS"
"u2","https://www.azlyrics.com/u/u2band.html","i will follow","https://www.azlyrics.com/lyrics/u2band/iwillfollow.html","i will follow. i was on the outside when you said, you said you needed me, i was looking at myself, i was blind, i could not see, a boy tries hard to be a man, his mother takes him by his hand, if he stops to think he starts to cry, oh why, if you walkaway, walkaway, i walkaway, walkaway.i will follow, if you walkaway, walkaway, i walkaway, walkaway.i will follow, i was on the inside, when they pulled the four walls down, i was looking through the window, i was lost, i am found, walkaway, walkaway, i walkaway, walkaway.i will follow, if you walkaway, walkaway, i walkaway, walkaway.i will follow, i will follow, your eyes make a circle, i see you when i go in there, your eyes, your eyes. if you walkaway, walkaway, i walkaway, walkaway.i will follow, if you walkaway, walkaway, i walkaway, walkaway.i will follow, i will follow, i will follow."
"u2","https://www.azlyrics.com/u/u2band.html","twilight","https://www.azlyrics.com/lyrics/u2band/twilight.html","i look into his eyes, they're closed but i see something, a teacher told me why, i laugh when old men cry, my body grows and grows, it frightens me you know, the old man tried to walk me home, i thought he should have known, twilight. twilight, lost my way, twilight, can't find my way, in the shadow boy meets man, in the shadow boy meets man, in the shadow boy meets man, in the shadow boy meets man, i'm running in the rain, i'm caught in a late night play, it's all; it's everything, i'm soaking through the skin, twilight.darkened day, twilight.lost my way, twilight.night and day, twilight.can't find my way, can't find your way, can't find my way, can't find your way, twilight.darkened day, twilight.lost my way, twilight.night and day, twilight.can't find my way, in the shadow boy meets man, in the shadow boy meets man, in the shadow boy meets man, in the shadow boy meets man"
"u2","https://www.azlyrics.com/u/u2band.html","an cat dubh","https://www.azlyrics.com/lyrics/u2band/ancatdubh.html","say goodnight, she waits for me to, put out the light, lay there still, she waits to break my will, yes, if i know the truth about you. and in the daylight, a blackbird makes a violent sight, and when she is done, she sleeps beside the wild, yes, if i know the truth about you."
"u2","https://www.azlyrics.com/u/u2band.html","into the heart","https://www.azlyrics.com/lyrics/u2band/intotheheart.html","into the heart.of a child, i stay a while.oh, i can go back, into the heart.of a child, i can smile, i can go there, into the heart, into the heart of a child, i can go back, i can stay awhile, into the heart."
"u2","https://www.azlyrics.com/u/u2band.html","out of control","https://www.azlyrics.com/lyrics/u2band/outofcontrol.html","monday morning, eighteen years of dawning, i say how long, you say how long, it was one dull morning, woke the world with bawling, i was so sad, it was so bad, i was of a feeling it was out of control, i had the opinion it was out of control, boys and girls, go to the school and girls, they make children, not like this one, i was of a feeling it was out of control, i had the opinion it was out of control, i was of a feeling it was out of control, i had the opinion it was out of control, i fought fate, there's blood on the garden gate, the man said childhood, it's in his childhood, one day i'll die, the choice will not be mine, will it be too late, you can't fight it, i was of a feeling it was out of control, i had the opinion it was out of control"
"u2","https://www.azlyrics.com/u/u2band.html","stories for boys","https://www.azlyrics.com/lyrics/u2band/storiesforboys.html","there's a place i go, and i am far away, there's a tv show, and i can grow, sometimes the hero takes me, sometimes i don't let go, hello hello, there's a picture book, with colored photographs, there's a comic strip, that makes me laugh, sometimes the lady takes me, sometimes i don't let go, hello hello, stories for boys.stories for boys, stories for boys.stories for boys, stories for boys. there's a place i go, and it's a part of me, there's a radio, and i will crawl, sometimes the hero takes me, sometimes i can't let go, hello hello, stories for boys."
"u2","https://www.azlyrics.com/u/u2band.html","the ocean","https://www.azlyrics.com/lyrics/u2band/theocean.html","a picture in grey, dorian gray, just me by the sea, and i felt like a star, i felt the world could go far, if they listened, to what i said, washes my feet, washed the feet, splashes the soul of my shoes"
"u2","https://www.azlyrics.com/u/u2band.html","a day without me","https://www.azlyrics.com/lyrics/u2band/adaywithoutme.html","starting a landslide in my ego, look from the outside, to the world i left behind, i'm dreaming, you're awake, if i were sleeping, what's at stake, a day without me, whatever the feelings, i keep feeling, what are the feelings, you left behind, today's a day without me, i started a landslide in my ego, look from the outside, to the world i left behind, in the world i left behind, wipe their eyes, and then let go, to the world i left behind, shed a tear, and then let go."
"u2","https://www.azlyrics.com/u/u2band.html","another time, another place","https://www.azlyrics.com/lyrics/u2band/anothertimeanotherplace.html","bright morning lights, wipe the sleep from another day's eye, turn away from the wall, and there's nothing at all, being naked and afraid, in the open space of my bed, i'll be with you now, i'll be with you now, i'll be with you now, we lie on a cloud, we lie. just as i am, i awoke with a tear on my tongue, i awoke with a feeling of never before, in my sleep i discover the one, but she ran with the morning sun, i'll be with you now, i'll be with you now, i'll be with you now, we lie on a cloud, we lie. another time, another place, we lie. another child has lost the race, we lie. another time, another place, we lie. your time, your price, we lie. another time, another place, we lie. another child has lost. we lie. another time, another place, we lie. your time, your place"
"u2","https://www.azlyrics.com/u/u2band.html","the electric co.","https://www.azlyrics.com/lyrics/u2band/theelectricco.html","boy, stupid boy, don't sit at the table, until you're able to, toy, broken toy, shout shout, you're inside out, if you don't know.electric co. if you don't know.electric co. red, running red, play for real, the toy could feel, a hole in your head, you go in shock, you're spoon-fed, if you don't know.electric co. if you don't know.electric co. one two three four. if you don't know.electric co. just to hear me, i've found me way home"
"uncle lucius","https://www.azlyrics.com/u/unclelucius.html","liquor store","https://www.azlyrics.com/lyrics/unclelucius/liquorstore.html","take me down to the liquor store now, i need my poison close at hand, take me down to the liquor store now, the devil's dealt me an idle hand, i was born on a train on the fourth of july, bout the time that my dad died in nam, wasn't given a chance or even a name, spent a night in my sweet mama's arms, then she gave me away to a railyard bum, who drank bourbon and walked with a limp, been a riding these rails since i drew my first breath, guess to die here would only seem fit, so won't ya please now, take me down to the liquor store now, i need my poison close at hand, take me down to the liquor store now, the devil's dealt me an idle hand, i put thirty-two grand on a horse named believe, and the jockey fell off of it's back, now i'm really in deep with the shark this time, he'll kill me for cuttin me slack, and my wife and my son are all i think about, and the pain is just too much to bear, so i'm searching for grace in the bottle tonight, ever fearful of what's drawing near, so mister please now, take me down to the liquor store now, i need my poison close at hand, take me down to the liquor store now, the devil's dealt me an idle hand, daddy hit her too hard on the days he was drunk, and quite often he'd touch her all wrong, so she grew up without a clue in the world, just about what love really was, now you'll find her up town selling pleasure for cash, to only the worst kind of men, there's a hole in her soul that she fills with a drink, and tonight she'll cry out again, won't you please now, take me down to the liquor store now, i need my poison close at hand, take me down to the liquor store now, the devil's dealt me an idle hand, take me down to the liquor store now, i need my poison close at hand, take me down to the liquor store now, the devil's dealt me an idle hand"
"uncle lucius","https://www.azlyrics.com/u/unclelucius.html","everybody got soul","https://www.azlyrics.com/lyrics/unclelucius/everybodygotsoul.html","believe it or not, i ain't much different than you, i've got a head on my shoulders, and feet in my shoes for walking, down the same old road, and the air that you breathe is the fuel that you need, to keep the whole thing running, hey, that's just like me, sheer trumps and woes, now our shape and our color and our size, ain't the same, but the substance in the middle only got one name, i got soul, you got soul, we all got soul, everybody got soul, seen up, i've seen down, i've seen the spaces between, i felt the sorrow of lost, and the joy of reverie, i hope you empathize, i heard about the way things are and how they outta be, you know the only one controlling my future is me, my favorite truth of the lies, so truth be told, we all come from a place, no matter what you sign your creed or your race, i got soul, you got soul, we all got soul, everybody got soul, everybody got, everybody got, everybody got soul, yeah we all got, i said they all got, everybody got soul, i said they all got, you know we all got, everybody got soul"
"uncle lucius","https://www.azlyrics.com/u/unclelucius.html","ain't it the same","https://www.azlyrics.com/lyrics/unclelucius/aintitthesame.html","i got into a fistfight, on a $5 bill, now i got to ravin', six months on the hill, ain't it the same?, ain't it the same?, they cut my hair last winter, ain't it the same?, used to have a woman, and two more on the side, now i got all three, tryin' to close out my hide, ain't it the same?, ain't it the same?, they cut my hair last winter, ain't it the same?, well, i called on my preacher, but there was no one was there, so i drank a pint of whiskey, and fell down the stairs, ain't it the same?, ain't it the same?, they cut my hair last winter, ain't it the same?, well, called on my preacher, still no one there, drink another pint of whiskey, fell down the same damn stairs, ain't it the same?, ain't it the same?, they cut my hair last winter, ain't it the same?"
"unknown mortal orchestra","https://www.azlyrics.com/u/unknownmortalorchestra.html","ffunny ffrends","https://www.azlyrics.com/lyrics/unknownmortalorchestra/ffunnyffrends.html","don't be surprised if we try to be right, well, love is much more than good and bad, ooh, i rely all of my life, all of my life on my funny friends, i rely all of my life, all of my life on my funny friends, who gives a damn if we throw the dice?, well, love is much more than good advice, ooh, i rely all of my life, all of my life on my funny friends, i rely all of my life, all of my life on my funny friends, i rely all of my life, all of my life on my funny friends, i rely all of my life, all of my life on my funny friends, i rely all of my life, all of my life on my funny friends, i rely all of my life, all of my life on my funny friends"
"unknown mortal orchestra","https://www.azlyrics.com/u/unknownmortalorchestra.html","bicycle","https://www.azlyrics.com/lyrics/unknownmortalorchestra/bicycle.html","my bicycle rode so smooth under the clouds, over the stars, all of you can eat my dust, my bicycle rode so smooth under the clouds, over the stars, all of you can eat my dust, can i start with a goodbye, you are very busy, visions that are holding that wretched light, disassociated by combinations that were ill advised, and a dosage quite unwise, my bicycle rode so smooth under the clouds, over the stars, all of you can eat my dust, my bicycle rode so smooth under the clouds, over the stars, all of you can eat my dust, oh we cut you down to size, what a difference, between what i saw and what was before my eyes, was it great, no disease that will get you taken by, a sparkle right to the a&e, my bicycle rode so smooth under the clouds, over the stars, all of you can eat my dust, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, la, my bicycle rode so smooth under the clouds, over the stars, all of you can eat my dust, my bicycle rode so smooth under the clouds, over the stars, all of you can eat my dust"
"unknown mortal orchestra","https://www.azlyrics.com/u/unknownmortalorchestra.html","thought ballune","https://www.azlyrics.com/lyrics/unknownmortalorchestra/thoughtballune.html","building islands in the sky while i'm a prisoner in my mind, will my mommy tell me why? sometimes a wrong is a right, i'm a smiling alligator and i tell lies that ring true later, so much air when we inflate, a thought ballune, flying out into the night, why do i feel so uptight?, is it darkness or the light? sometimes a wrong is a right, i'm a smiling alligator and i tell lies that ring true later, so much air when we inflate, a thought ballune, i'm a smiling alligator and i tell lies that ring true later, so much air when we inflate, a thought ballune"
"unknown mortal orchestra","https://www.azlyrics.com/u/unknownmortalorchestra.html","jello and juggernauts","https://www.azlyrics.com/lyrics/unknownmortalorchestra/jelloandjuggernauts.html","looks like a bag of cheetos exploded, they don't wear plate armor just to stand twenty paces away, fears and judgements i'll never understand, jello and juggernauts quicken my heavy hand, when is the pen mightier than the sword, are you ambitious for getting up off the floor?, fears and judgements i'll never understand, jello and juggernauts quicken my heavy hand, la-la-la-la-la-la-la-la-la, la-la-la-la-la-la-la-la-la, fears and judgements i'll never understand, jello and juggernauts quicken my heavy hand, fears and judgements i'll never understand, jello and juggernauts quicken my heavy hand"
"unknown mortal orchestra","https://www.azlyrics.com/u/unknownmortalorchestra.html","so good at being in trouble","https://www.azlyrics.com/lyrics/unknownmortalorchestra/sogoodatbeingintrouble.html","now that you're gone, it's been a long, lonely time, it's a long, sad, lonely time, rolling along, i'm in a strange state of mind, it's a strange old state of mind, memories, they mess with my mind, who am i to deny?, she was so good at being in trouble, so good at being in trouble, so good at being in trouble, so good at being in trouble, so good at being in trouble, so good at being in trouble, so good at being in trouble, so bad being in love, now that you're gone, it's been a long, lonely time, it's a long, sad, lonely time, rolling along, i'm in a strange state of mind, it's a strange old state of mind, memories, they mess with my mind, who am i to deny?, she was so good at being in trouble, so good at being in trouble, so good at being in trouble, so good at being in trouble, so good at being in trouble, so good at being in trouble, so good at being in trouble, so bad being in love"
"unknown mortal orchestra","https://www.azlyrics.com/u/unknownmortalorchestra.html","one at a time","https://www.azlyrics.com/lyrics/unknownmortalorchestra/oneatatime.html","i'm only floating on the breeze, sweet dreams are falling from the trees, i'm on my knees, i'm fumbling through my pockets for my keys, one at a time, mama please, i'm only lonely through the night, i'm sweating, fretting through the flight, i'm out of the sight, i'm crying, i am flying like a kite, one at a time, out of sight, one at a time, one at a time, one at a time, one at a time, i'm only floating on the breeze, sweet dreams are falling from the trees, i'm on my knees, i'm fumbling through my pockets for my keys, one at a time, mama please, i'm only lonely through the night"
"unknown mortal orchestra","https://www.azlyrics.com/u/unknownmortalorchestra.html","the opposite of afternoon","https://www.azlyrics.com/lyrics/unknownmortalorchestra/theoppositeofafternoon.html","overcast in the good of the night, it's alright, moles are crashing out of the dirt, oil is in the cradle of it's golden moon tonight, bones are broken, veins are open, all done in the opposite of afternoon, overcast in the good of the night, it's alright, moles are crashing out of the dirt, oil is in the cradle of it's golden moon tonight, open eyes in the gardens of sight, it's alright, only when you crawl out of the dirt, frozen invitations to a solvent gloom tonight, bones are broken, veins are open, all done in the opposite of afternoon, only gods in a mountain at night, it's alright, fools and molten virgins alike, rolling in the naked and the fragrant doom tonight, solarizing a portrait of light, it's alright, woven sparkled cotton and void, open elevation of the cult of tonight, bones are broken, veins are open, all done in the opposite of afternoon, bones are broken, veins are open, all done in the opposite of afternoon, bones are broken, veins are open, all done in the opposite of afternoon, bones are broken, veins are open, all done in the opposite of afternoon"
"unknown mortal orchestra","https://www.azlyrics.com/u/unknownmortalorchestra.html","no need for a leader","https://www.azlyrics.com/lyrics/unknownmortalorchestra/noneedforaleader.html","something wicked this way comes, we don't like to fall, but when we come down we lose it all, then we open someone new, we eat their bones, and wonder why they have no bones left, maybe one day we'll find, we have no need for a leader, i watch the faces on a screen, no question, what i'll have to pay for my apathy, can you feel it on your face, the winds of change, are a lot unfriendlier these days, maybe one day we'll find, we have no need for a leader, something wicked this way comes, we don't like to fall, but when we come down we lose it all, then we open someone new, we eat their bones, and wonder why they have no bones left, maybe one day we'll find, we have no need for a leader"
